Week_Start,Week_Date,Campaign_Name,Market,Channel,Spend_USD,Impressions,Reach,Conversions
2023-01-16,2023-01-16,Always_On,EG,Display,1492,445177,91780,47
2023-01-16,2023-01-16,Always_On,EG,Search,4553,48608,40578,1295
2023-01-23,2023-01-23,Always_On,UK,YouTube,6202,519503,229007,211
2023-01-23,2023-01-23,Always_On,UK,Social,3077,223239,79297,113
2023-01-23,2023-01-23,Always_On,UK,Display,1774,431680,71990,13
2023-01-23,2023-01-23,Always_On,UK,Search,5949,79639,72179,536
2023-01-23,2023-01-23,Always_On,DE,YouTube,5830,346412,173144,194
2023-01-23,2023-01-23,Always_On,DE,Social,4056,235140,81351,135
2023-01-23,2023-01-23,Always_On,DE,Display,2452,616095,104271,21
2023-01-23,2023-01-23,Always_On,DE,Search,7864,111729,100092,672
2023-01-23,2023-01-23,Always_On,SA,YouTube,5151,334995,139364,696
2023-01-23,2023-01-23,Always_On,SA,Social,2695,206858,75163,318
2023-01-23,2023-01-23,Always_On,SA,Display,1448,392128,85609,49
2023-01-23,2023-01-23,Always_On,SA,Search,2296,32965,28112,658
2023-01-23,2023-01-23,Always_On,EG,YouTube,2862,181475,63097,354
2023-01-23,2023-01-23,Always_On,EG,Social,4759,274111,103248,613
2023-01-23,2023-01-23,Always_On,EG,Display,2683,645344,126521,92
2023-01-23,2023-01-23,Always_On,EG,Search,3991,46982,41270,1195
2023-01-30,2023-01-30,Always_On,UK,YouTube,7567,469748,225524,278
2023-01-30,2023-01-30,Always_On,UK,Social,6459,501771,238716,202
2023-01-30,2023-01-30,Always_On,UK,Display,3098,736999,154585,24
2023-01-30,2023-01-30,Always_On,UK,Search,6970,98438,84067,575
2023-01-30,2023-01-30,Always_On,DE,YouTube,6198,342397,170884,189
2023-01-30,2023-01-30,Always_On,DE,Social,5908,486246,193402,201
2023-01-30,2023-01-30,Always_On,DE,Display,4293,1110230,226725,38
2023-01-30,2023-01-30,Always_On,DE,Search,5086,74320,66836,463
2023-01-30,2023-01-30,Always_On,SA,YouTube,3916,294720,104517,454
2023-01-30,2023-01-30,Always_On,SA,Social,3269,176993,82474,385
2023-01-30,2023-01-30,Always_On,SA,Display,1274,261831,56887,43
2023-01-30,2023-01-30,Always_On,SA,Search,3888,56690,47426,1279
2023-01-30,2023-01-30,Always_On,EG,YouTube,2041,133559,60429,261
2023-01-30,2023-01-30,Always_On,EG,Social,3603,193738,77547,423
2023-01-30,2023-01-30,Always_On,EG,Display,2954,843713,196470,92
2023-01-30,2023-01-30,Always_On,EG,Search,3360,49531,41529,980
2023-02-06,2023-02-06,Always_On,UK,YouTube,4278,379297,173484,131
2023-02-06,2023-02-06,Always_On,UK,Social,4283,350667,160373,144
2023-02-06,2023-02-06,Always_On,UK,Display,2965,597899,101520,24
2023-02-06,2023-02-06,Always_On,UK,Search,6217,62899,53334,500
2023-02-06,2023-02-06,Always_On,DE,YouTube,5395,356111,148328,191
2023-02-06,2023-02-06,Always_On,DE,Social,4673,286824,121794,152
2023-02-06,2023-02-06,Always_On,DE,Display,4101,1081492,235229,32
2023-02-06,2023-02-06,Always_On,DE,Search,6894,84080,74403,563
2023-02-06,2023-02-06,Always_On,SA,YouTube,5058,408545,147040,637
2023-02-06,2023-02-06,Always_On,SA,Social,2849,195829,80540,384
2023-02-06,2023-02-06,Always_On,SA,Display,1416,291564,62475,41
2023-02-06,2023-02-06,Always_On,SA,Search,2068,29378,25472,604
2023-02-06,2023-02-06,Always_On,EG,YouTube,2187,174874,60771,281
2023-02-06,2023-02-06,Always_On,EG,Social,4064,203876,89099,518
2023-02-06,2023-02-06,Always_On,EG,Display,3111,765765,137683,99
2023-02-06,2023-02-06,Always_On,EG,Search,4172,47122,40604,1320
2023-02-13,2023-02-13,Always_On,UK,YouTube,6651,598452,225367,223
2023-02-13,2023-02-13,Always_On,UK,Social,3274,164932,55816,106
2023-02-13,2023-02-13,Always_On,UK,Display,4520,1221098,263956,38
2023-02-13,2023-02-13,Always_On,UK,Search,6465,76074,67707,503
2023-02-13,2023-02-13,Always_On,DE,YouTube,5105,367616,123266,180
2023-02-13,2023-02-13,Always_On,DE,Social,6099,462623,218803,205
2023-02-13,2023-02-13,Always_On,DE,Display,3488,856793,188059,26
2023-02-13,2023-02-13,Always_On,DE,Search,4660,63317,56822,426
2023-02-13,2023-02-13,Always_On,SA,YouTube,3558,309532,117207,447
2023-02-13,2023-02-13,Always_On,SA,Social,3432,207503,76009,464
2023-02-13,2023-02-13,Always_On,SA,Display,1783,444634,87177,51
2023-02-13,2023-02-13,Always_On,SA,Search,3263,45868,38513,1094
2023-02-13,2023-02-13,Always_On,EG,YouTube,2119,131238,62248,275
2023-02-13,2023-02-13,Always_On,EG,Social,4247,271012,129602,552
2023-02-13,2023-02-13,Always_On,EG,Display,1275,311129,72670,39
2023-02-13,2023-02-13,Always_On,EG,Search,2617,26729,23417,904
2023-02-20,2023-02-20,Always_On,UK,YouTube,7071,404763,180951,234
2023-02-20,2023-02-20,Always_On,UK,Social,3560,220151,108300,117
2023-02-20,2023-02-20,Always_On,UK,Display,2673,707069,145297,22
2023-02-20,2023-02-20,Always_On,UK,Search,6378,65171,56419,534
2023-02-20,2023-02-20,Always_On,DE,YouTube,3388,231550,102188,117
2023-02-20,2023-02-20,Always_On,DE,Social,4264,232610,87991,134
2023-02-20,2023-02-20,Always_On,DE,Display,3352,861283,185951,26
2023-02-20,2023-02-20,Always_On,DE,Search,6745,97942,82417,605
2023-02-20,2023-02-20,Always_On,SA,YouTube,3612,186324,76295,433
2023-02-20,2023-02-20,Always_On,SA,Social,5199,403058,139030,649
2023-02-20,2023-02-20,Always_On,SA,Display,1500,442451,85357,46
2023-02-20,2023-02-20,Always_On,SA,Search,2966,42366,36186,1007
2023-02-20,2023-02-20,Always_On,EG,YouTube,2641,160689,56938,312
2023-02-20,2023-02-20,Always_On,EG,Social,4682,269144,129286,545
2023-02-20,2023-02-20,Always_On,EG,Display,2858,728634,165831,91
2023-02-20,2023-02-20,Always_On,EG,Search,2767,28476,24395,942
2023-02-27,2023-02-27,Always_On,UK,YouTube,4878,413013,147667,149
2023-02-27,2023-02-27,Always_On,UK,Social,4319,265786,110464,135
2023-02-27,2023-02-27,Always_On,UK,Display,3366,734606,134269,25
2023-02-27,2023-02-27,Always_On,UK,Search,4100,52242,44006,343
2023-02-27,2023-02-27,Always_On,DE,YouTube,6242,443983,220977,207
2023-02-27,2023-02-27,Always_On,DE,Social,4637,271534,104589,142
2023-02-27,2023-02-27,Always_On,DE,Display,2983,859463,188966,27
2023-02-27,2023-02-27,Always_On,DE,Search,4125,44751,39358,371
2023-02-27,2023-02-27,Always_On,SA,YouTube,3091,218914,95455,353
2023-02-27,2023-02-27,Always_On,SA,Social,4092,215207,102733,507
2023-02-27,2023-02-27,Always_On,SA,Display,1276,343516,73842,41
2023-02-27,2023-02-27,Always_On,SA,Search,2096,23428,19966,702
2023-02-27,2023-02-27,Always_On,EG,YouTube,3448,208527,78362,430
2023-02-27,2023-02-27,Always_On,EG,Social,3711,299345,121416,435
2023-02-27,2023-02-27,Always_On,EG,Display,2416,503315,100964,81
2023-02-27,2023-02-27,Always_On,EG,Search,3040,41999,37737,927
2023-03-06,2023-03-06,Always_On,UK,YouTube,5774,406324,138576,191
2023-03-06,2023-03-06,Always_On,UK,Social,3128,251177,97186,97
2023-03-06,2023-03-06,Always_On,UK,Display,2472,663262,138664,18
2023-03-06,2023-03-06,Always_On,UK,Search,5393,70844,60044,497
2023-03-06,2023-03-06,Always_On,DE,YouTube,4959,294358,130684,161
2023-03-06,2023-03-06,Always_On,DE,Social,5879,383106,152278,199
2023-03-06,2023-03-06,Always_On,DE,Display,1978,422659,88983,15
2023-03-06,2023-03-06,Always_On,DE,Search,5461,77963,66128,476
2023-03-06,2023-03-06,Always_On,SA,YouTube,2558,197622,92235,330
2023-03-06,2023-03-06,Always_On,SA,Social,2081,139120,65611,283
2023-03-06,2023-03-06,Always_On,SA,Display,1744,518085,87420,55
2023-03-06,2023-03-06,Always_On,SA,Search,2799,38982,34451,945
2023-03-06,2023-03-06,Always_On,EG,YouTube,3350,237829,80085,417
2023-03-06,2023-03-06,Always_On,EG,Social,2371,210913,86739,272
2023-03-06,2023-03-06,Always_On,EG,Display,1570,439117,77795,48
2023-03-06,2023-03-06,Always_On,EG,Search,2739,39864,33341,840
2023-03-13,2023-03-13,Always_On,UK,YouTube,7009,615264,259388,243
2023-03-13,2023-03-13,Always_On,UK,Social,4193,243574,91859,129
2023-03-13,2023-03-13,Always_On,UK,Display,3998,1106740,271869,32
2023-03-13,2023-03-13,Always_On,UK,Search,3428,41234,34840,289
2023-03-13,2023-03-13,Always_On,DE,YouTube,7381,624439,222443,265
2023-03-13,2023-03-13,Always_On,DE,Social,4556,323230,140820,157
2023-03-13,2023-03-13,Always_On,DE,Display,3216,818630,183738,29
2023-03-13,2023-03-13,Always_On,DE,Search,6915,92222,81073,610
2023-03-13,2023-03-13,Always_On,SA,YouTube,1989,121151,41722,260
2023-03-13,2023-03-13,Always_On,SA,Social,2464,166600,79124,325
2023-03-13,2023-03-13,Always_On,SA,Display,1574,424873,74111,51
2023-03-13,2023-03-13,Always_On,SA,Search,3800,49768,42568,1199
2023-03-13,2023-03-13,Always_On,EG,YouTube,4806,408924,199066,579
2023-03-13,2023-03-13,Always_On,EG,Social,2565,167770,77659,337
2023-03-13,2023-03-13,Always_On,EG,Display,2372,583820,114485,69
2023-03-13,2023-03-13,Always_On,EG,Search,4053,47080,42287,1177
2023-03-20,2023-03-20,Always_On,UK,YouTube,6630,502565,217974,225
2023-03-20,2023-03-20,Always_On,UK,Social,5540,415702,143162,196
2023-03-20,2023-03-20,Always_On,UK,Display,2432,551161,118282,21
2023-03-20,2023-03-20,Always_On,UK,Search,4733,53100,45687,371
2023-03-20,2023-03-20,Always_On,DE,YouTube,2909,203323,84498,103
2023-03-20,2023-03-20,Always_On,DE,Social,5154,356491,140288,167
2023-03-20,2023-03-20,Always_On,DE,Display,3188,788785,135327,24
2023-03-20,2023-03-20,Always_On,DE,Search,6510,91077,77273,516
2023-03-20,2023-03-20,Always_On,SA,YouTube,3141,177610,64041,393
2023-03-20,2023-03-20,Always_On,SA,Social,3845,202174,97655,468
2023-03-20,2023-03-20,Always_On,SA,Display,2091,437223,72994,59
2023-03-20,2023-03-20,Always_On,SA,Search,4774,50012,43057,1406
2023-03-20,2023-03-20,Always_On,EG,YouTube,2852,205789,87830,362
2023-03-20,2023-03-20,Always_On,EG,Social,3914,271585,121078,536
2023-03-20,2023-03-20,Always_On,EG,Display,2647,653342,117521,90
2023-03-20,2023-03-20,Always_On,EG,Search,4332,60703,51449,1480
2023-03-27,2023-03-27,Always_On,UK,YouTube,5246,311349,141108,160
2023-03-27,2023-03-27,Always_On,UK,Social,3565,244604,93036,130
2023-03-27,2023-03-27,Always_On,UK,Display,2431,722557,139297,20
2023-03-27,2023-03-27,Always_On,UK,Search,6330,80432,72061,558
2023-03-27,2023-03-27,Always_On,DE,YouTube,4584,335707,141357,154
2023-03-27,2023-03-27,Always_On,DE,Social,3463,257497,88856,115
2023-03-27,2023-03-27,Always_On,DE,Display,2234,516504,96274,19
2023-03-27,2023-03-27,Always_On,DE,Search,4912,51380,43243,447
2023-03-27,2023-03-27,Always_On,SA,YouTube,4762,252683,104471,634
2023-03-27,2023-03-27,Always_On,SA,Social,4862,339799,138588,610
2023-03-27,2023-03-27,Always_On,SA,Display,1960,525628,97482,67
2023-03-27,2023-03-27,Always_On,SA,Search,3010,43952,39192,941
2023-03-27,2023-03-27,Always_On,EG,YouTube,3671,203375,68920,482
2023-03-27,2023-03-27,Always_On,EG,Social,2862,229062,109246,357
2023-03-27,2023-03-27,Always_On,EG,Display,3187,833465,141346,102
2023-03-27,2023-03-27,Always_On,EG,Search,3368,42875,37498,1079
2023-04-03,2023-04-03,Always_On,UK,YouTube,6526,505679,208399,199
2023-04-03,2023-04-03,Always_On,UK,Social,6313,419333,146083,226
2023-04-03,2023-04-03,Always_On,UK,Display,4657,1186304,278319,37
2023-04-03,2023-04-03,Always_On,UK,Search,5910,82308,69828,512
2023-04-03,2023-04-03,Always_On,DE,YouTube,3699,203472,75787,121
2023-04-03,2023-04-03,Always_On,DE,Social,4915,367179,153436,152
2023-04-03,2023-04-03,Always_On,DE,Display,3241,705670,176065,26
2023-04-03,2023-04-03,Always_On,DE,Search,6770,89427,78992,531
2023-04-03,2023-04-03,Always_On,SA,YouTube,1975,127928,58817,264
2023-04-03,2023-04-03,Always_On,SA,Social,3129,186481,65815,434
2023-04-03,2023-04-03,Always_On,SA,Display,1308,273641,68027,40
2023-04-03,2023-04-03,Always_On,SA,Search,2599,29151,26308,889
2023-04-03,2023-04-03,Always_On,EG,YouTube,2729,201563,93878,368
2023-04-03,2023-04-03,Always_On,EG,Social,3573,257605,110831,463
2023-04-03,2023-04-03,Always_On,EG,Display,2635,629859,110227,77
2023-04-03,2023-04-03,Always_On,EG,Search,4279,52202,47319,1306
2023-04-10,2023-04-10,Always_On,UK,YouTube,3259,287985,127496,120
2023-04-10,2023-04-10,Always_On,UK,Social,6831,407179,172330,224
2023-04-10,2023-04-10,Always_On,UK,Display,2464,674464,129080,20
2023-04-10,2023-04-10,Always_On,UK,Search,6465,96560,86136,533
2023-04-10,2023-04-10,Always_On,DE,YouTube,6543,525598,213932,239
2023-04-10,2023-04-10,Always_On,DE,Social,4448,354259,132429,147
2023-04-10,2023-04-10,Always_On,DE,Display,2505,686970,133822,19
2023-04-10,2023-04-10,Always_On,DE,Search,3905,51369,45896,359
2023-04-10,2023-04-10,Always_On,SA,YouTube,2556,139607,55430,336
2023-04-10,2023-04-10,Always_On,SA,Social,4584,297873,112134,547
2023-04-10,2023-04-10,Always_On,SA,Display,1589,386661,69579,46
2023-04-10,2023-04-10,Always_On,SA,Search,3192,34184,30752,1096
2023-04-10,2023-04-10,Always_On,EG,YouTube,5035,266647,115232,686
2023-04-10,2023-04-10,Always_On,EG,Social,3274,294329,102448,380
2023-04-10,2023-04-10,Always_On,EG,Display,1715,505555,96369,56
2023-04-10,2023-04-10,Always_On,EG,Search,3759,48549,42904,1210
2023-04-17,2023-04-17,ExamPrep_23,UK,YouTube,17643,1233374,575804,612
2023-04-17,2023-04-17,ExamPrep_23,UK,Social,15064,1122545,457809,512
2023-04-17,2023-04-17,ExamPrep_23,UK,Display,11784,3124463,607661,97
2023-04-17,2023-04-17,ExamPrep_23,UK,Search,15875,160464,140823,1230
2023-04-17,2023-04-17,ExamPrep_23,DE,YouTube,24681,2065770,803226,767
2023-04-17,2023-04-17,ExamPrep_23,DE,Social,20559,1456964,682609,680
2023-04-17,2023-04-17,ExamPrep_23,DE,Display,12710,3165391,652708,102
2023-04-17,2023-04-17,ExamPrep_23,DE,Search,21133,261192,222666,1721
2023-04-17,2023-04-17,ExamPrep_23,SA,YouTube,15144,983865,360438,1998
2023-04-17,2023-04-17,ExamPrep_23,SA,Social,17144,975844,414908,2261
2023-04-17,2023-04-17,ExamPrep_23,SA,Display,7133,2016033,375301,207
2023-04-17,2023-04-17,ExamPrep_23,SA,Search,12784,136361,122409,4017
2023-04-17,2023-04-17,ExamPrep_23,EG,YouTube,9096,726535,310131,1109
2023-04-17,2023-04-17,ExamPrep_23,EG,Social,16025,1293396,501662,2198
2023-04-17,2023-04-17,ExamPrep_23,EG,Display,10871,3167046,653494,326
2023-04-17,2023-04-17,ExamPrep_23,EG,Search,10632,144226,126897,3099
2023-04-24,2023-04-24,ExamPrep_23,UK,YouTube,23466,1597392,710943,788
2023-04-24,2023-04-24,ExamPrep_23,UK,Social,11803,638019,297057,377
2023-04-24,2023-04-24,ExamPrep_23,UK,Display,8594,1772550,383579,71
2023-04-24,2023-04-24,ExamPrep_23,UK,Search,22035,281889,241495,1674
2023-04-24,2023-04-24,ExamPrep_23,DE,YouTube,15338,1073216,448040,562
2023-04-24,2023-04-24,ExamPrep_23,DE,Social,13480,988508,377056,474
2023-04-24,2023-04-24,ExamPrep_23,DE,Display,13550,3291437,585284,110
2023-04-24,2023-04-24,ExamPrep_23,DE,Search,19435,256095,221989,1540
2023-04-24,2023-04-24,ExamPrep_23,SA,YouTube,8895,767780,264318,1209
2023-04-24,2023-04-24,ExamPrep_23,SA,Social,7534,560266,191356,910
2023-04-24,2023-04-24,ExamPrep_23,SA,Display,4770,1268603,229664,163
2023-04-24,2023-04-24,ExamPrep_23,SA,Search,15041,184218,166141,4554
2023-04-24,2023-04-24,ExamPrep_23,EG,YouTube,7852,538923,207080,931
2023-04-24,2023-04-24,ExamPrep_23,EG,Social,15641,1070909,433045,1800
2023-04-24,2023-04-24,ExamPrep_23,EG,Display,6690,1360877,284761,199
2023-04-24,2023-04-24,ExamPrep_23,EG,Search,9737,98814,82684,3205
2023-05-01,2023-05-01,ExamPrep_23,UK,YouTube,16723,1016568,484635,508
2023-05-01,2023-05-01,ExamPrep_23,UK,Social,28580,1819432,697889,929
2023-05-01,2023-05-01,ExamPrep_23,UK,Display,13940,4177206,1020650,117
2023-05-01,2023-05-01,ExamPrep_23,UK,Search,19249,241009,212146,1495
2023-05-01,2023-05-01,ExamPrep_23,DE,YouTube,13711,921291,379131,478
2023-05-01,2023-05-01,ExamPrep_23,DE,Social,14107,1102968,544975,460
2023-05-01,2023-05-01,ExamPrep_23,DE,Display,12271,3158079,713620,112
2023-05-01,2023-05-01,ExamPrep_23,DE,Search,20828,275987,249117,1670
2023-05-01,2023-05-01,ExamPrep_23,SA,YouTube,11326,1008229,491300,1450
2023-05-01,2023-05-01,ExamPrep_23,SA,Social,13772,886977,362193,1786
2023-05-01,2023-05-01,ExamPrep_23,SA,Display,9053,2229999,464487,269
2023-05-01,2023-05-01,ExamPrep_23,SA,Search,13694,146495,129794,4297
2023-05-01,2023-05-01,ExamPrep_23,EG,YouTube,15100,1291585,555195,2019
2023-05-01,2023-05-01,ExamPrep_23,EG,Social,16583,986843,340982,1906
2023-05-01,2023-05-01,ExamPrep_23,EG,Display,6169,1377122,306147,196
2023-05-01,2023-05-01,ExamPrep_23,EG,Search,10061,136576,123638,2932
2023-05-08,2023-05-08,ExamPrep_23,UK,YouTube,12439,915955,443907,412
2023-05-08,2023-05-08,ExamPrep_23,UK,Social,18963,980295,468773,656
2023-05-08,2023-05-08,ExamPrep_23,UK,Display,13967,3207963,716912,124
2023-05-08,2023-05-08,ExamPrep_23,UK,Search,16234,205383,174045,1457
2023-05-08,2023-05-08,ExamPrep_23,DE,YouTube,20949,1713812,710622,750
2023-05-08,2023-05-08,ExamPrep_23,DE,Social,24892,1335043,477129,776
2023-05-08,2023-05-08,ExamPrep_23,DE,Display,10033,2873314,525837,87
2023-05-08,2023-05-08,ExamPrep_23,DE,Search,11765,133000,120109,1052
2023-05-08,2023-05-08,ExamPrep_23,SA,YouTube,10425,840987,319654,1197
2023-05-08,2023-05-08,ExamPrep_23,SA,Social,13406,1193122,416097,1525
2023-05-08,2023-05-08,ExamPrep_23,SA,Display,7382,1645995,325556,221
2023-05-08,2023-05-08,ExamPrep_23,SA,Search,10532,150201,126189,3218
2023-05-08,2023-05-08,ExamPrep_23,EG,YouTube,10157,763133,274963,1179
2023-05-08,2023-05-08,ExamPrep_23,EG,Social,8974,734233,264850,1066
2023-05-08,2023-05-08,ExamPrep_23,EG,Display,6852,2021560,365256,237
2023-05-08,2023-05-08,ExamPrep_23,EG,Search,9248,99737,89900,2902
2023-05-15,2023-05-15,ExamPrep_23,UK,YouTube,22215,1541981,614402,802
2023-05-15,2023-05-15,ExamPrep_23,UK,Social,24427,1586804,535290,798
2023-05-15,2023-05-15,ExamPrep_23,UK,Display,14633,3296385,715668,118
2023-05-15,2023-05-15,ExamPrep_23,UK,Search,16078,221962,195375,1266
2023-05-15,2023-05-15,ExamPrep_23,DE,YouTube,20810,1543564,542654,710
2023-05-15,2023-05-15,ExamPrep_23,DE,Social,21732,1401455,545996,713
2023-05-15,2023-05-15,ExamPrep_23,DE,Display,8844,2523107,564880,78
2023-05-15,2023-05-15,ExamPrep_23,DE,Search,16322,237541,206285,1259
2023-05-15,2023-05-15,ExamPrep_23,SA,YouTube,15706,832300,377842,2107
2023-05-15,2023-05-15,ExamPrep_23,SA,Social,7807,484194,164230,959
2023-05-15,2023-05-15,ExamPrep_23,SA,Display,5260,1313676,229119,161
2023-05-15,2023-05-15,ExamPrep_23,SA,Search,14922,174904,157631,5111
2023-05-15,2023-05-15,ExamPrep_23,EG,YouTube,8778,514656,206101,1172
2023-05-15,2023-05-15,ExamPrep_23,EG,Social,10818,756774,273061,1415
2023-05-15,2023-05-15,ExamPrep_23,EG,Display,5989,1650373,291634,205
2023-05-15,2023-05-15,ExamPrep_23,EG,Search,18833,257902,218605,5745
2023-05-22,2023-05-22,ExamPrep_23,UK,YouTube,18067,1145617,413548,656
2023-05-22,2023-05-22,ExamPrep_23,UK,Social,22019,1502597,599800,743
2023-05-22,2023-05-22,ExamPrep_23,UK,Display,14441,2938680,579928,123
2023-05-22,2023-05-22,ExamPrep_23,UK,Search,20478,235259,196884,1699
2023-05-22,2023-05-22,ExamPrep_23,DE,YouTube,22121,1106856,404855,818
2023-05-22,2023-05-22,ExamPrep_23,DE,Social,23404,1774369,755462,754
2023-05-22,2023-05-22,ExamPrep_23,DE,Display,10026,2206823,477110,78
2023-05-22,2023-05-22,ExamPrep_23,DE,Search,24416,353805,309909,1924
2023-05-22,2023-05-22,ExamPrep_23,SA,YouTube,8624,518428,187727,1094
2023-05-22,2023-05-22,ExamPrep_23,SA,Social,15113,932565,463406,1997
2023-05-22,2023-05-22,ExamPrep_23,SA,Display,8326,2197292,476403,259
2023-05-22,2023-05-22,ExamPrep_23,SA,Search,16869,227311,196356,4865
2023-05-22,2023-05-22,ExamPrep_23,EG,YouTube,12615,860606,294855,1435
2023-05-22,2023-05-22,ExamPrep_23,EG,Social,8364,418566,155594,1145
2023-05-22,2023-05-22,ExamPrep_23,EG,Display,4825,967529,169053,149
2023-05-22,2023-05-22,ExamPrep_23,EG,Search,10711,113595,95995,3320
2023-05-29,2023-05-29,Always_On,UK,YouTube,7521,533990,209715,254
2023-05-29,2023-05-29,Always_On,UK,Social,5424,301839,140701,169
2023-05-29,2023-05-29,Always_On,UK,Display,3703,950442,172359,32
2023-05-29,2023-05-29,Always_On,UK,Search,7286,84898,76970,558
2023-05-29,2023-05-29,Always_On,DE,YouTube,8028,405826,137812,293
2023-05-29,2023-05-29,Always_On,DE,Social,5377,386444,177510,180
2023-05-29,2023-05-29,Always_On,DE,Display,3677,1067776,206203,30
2023-05-29,2023-05-29,Always_On,DE,Search,5716,75798,65724,504
2023-05-29,2023-05-29,Always_On,SA,YouTube,2089,133020,63269,277
2023-05-29,2023-05-29,Always_On,SA,Social,3539,243625,117905,411
2023-05-29,2023-05-29,Always_On,SA,Display,2064,415962,98321,68
2023-05-29,2023-05-29,Always_On,SA,Search,2747,34097,30453,854
2023-05-29,2023-05-29,Always_On,EG,YouTube,4457,278611,129968,556
2023-05-29,2023-05-29,Always_On,EG,Social,4410,322097,111209,575
2023-05-29,2023-05-29,Always_On,EG,Display,2374,530378,90570,70
2023-05-29,2023-05-29,Always_On,EG,Search,3217,44850,38666,926
2023-06-05,2023-06-05,Always_On,UK,YouTube,7336,412670,185108,264
2023-06-05,2023-06-05,Always_On,UK,Social,4393,333995,163995,144
2023-06-05,2023-06-05,Always_On,UK,Display,2348,689379,160274,18
2023-06-05,2023-06-05,Always_On,UK,Search,6208,62394,55099,553
2023-06-05,2023-06-05,Always_On,DE,YouTube,7422,531250,198018,245
2023-06-05,2023-06-05,Always_On,DE,Social,5133,327193,114894,182
2023-06-05,2023-06-05,Always_On,DE,Display,3353,964416,222270,25
2023-06-05,2023-06-05,Always_On,DE,Search,4559,53877,46476,356
2023-06-05,2023-06-05,Always_On,SA,YouTube,4175,305550,128903,499
2023-06-05,2023-06-05,Always_On,SA,Social,3992,211486,77428,552
2023-06-05,2023-06-05,Always_On,SA,Display,1353,376363,67034,39
2023-06-05,2023-06-05,Always_On,SA,Search,4596,67722,57604,1504
2023-06-05,2023-06-05,Always_On,EG,YouTube,2040,102863,36615,240
2023-06-05,2023-06-05,Always_On,EG,Social,2991,230512,79556,341
2023-06-05,2023-06-05,Always_On,EG,Display,1484,341978,72474,50
